,INCOME,WEALTH1,WWIIVETS,FEDGOV,WEALTH2,CARDPROM,CARDPM12,NUMPRM12,RAMNTALL,NGIFTALL,MINRAMNT,MAXRAMNT,LASTGIFT,AVGGIFT,RFA_2F,elapsed_MINRDATE,elapsed_MAXRDATE,elapsed_LASTDATE,LASTGIFTAMOUNTCATEGORY,MDONOR_GIVING_RECENCY
24019,-0.6666666666666666,-1.0,-0.5151515151515151,-0.9310344827586207,-1.0,-2.220446049250313e-16,-0.368421052631579,-0.6883116883116883,-0.9258868243243243,-0.8728813559322034,-0.99,-0.9863863863863863,-0.96,-0.9570161636389365,-0.9999999999999999,-0.17660434562910554,-0.41390813446240693,0.391180654338549,0.3333333333333335,-1.0
24026,-0.6666666666666666,-0.11111111111111116,-0.2727272727272727,-0.8160919540229885,-0.11111111111111116,-0.3333333333333335,-0.368421052631579,-0.6883116883116883,-0.9108952702702703,-0.9322033898305084,-0.95,-0.9719719719719719,-0.85,-0.9057836265681319,-0.9999999999999999,-0.7609903991915109,-0.8588657942006671,0.5647226173541959,0.9999999999999996,-1.0
24041,-1.0,0.33333333333333326,0.3333333333333335,-0.9540229885057472,0.33333333333333326,0.3666666666666665,-0.26315789473684215,-0.6103896103896104,-0.9375,-0.788135593220339,-0.99,-0.9931931931931931,-0.97,-0.978774908397912,-0.33333333333333326,-0.7379989893885801,-0.5465742879137798,0.47652916073968665,0.3333333333333335,-1.0
24049,-1.0,-1.0,-0.4949494949494949,-0.9770114942528736,-1.0,-0.40000000000000013,-0.368421052631579,-0.2987012987012987,-0.9858530405405406,-0.8898305084745762,-0.99,-0.9991991991991992,-0.986,-0.9911314547274498,1.0,-0.8918645780697323,-0.804464973056197,0.12944523470839275,-1.0,-1.0
24052,0.33333333333333326,0.11111111111111116,0.27272727272727293,-0.8620689655172413,0.11111111111111116,-0.10000000000000009,-0.5789473684210527,-0.8181818181818181,-0.9723395270270271,-0.7033898305084745,-0.998,-0.9987987987987987,-0.99,-0.9945644399942499,0.3333333333333335,-0.4686710459828196,-0.38234539389273803,-0.04125177809388347,-1.0,-1.0
24059,0.33333333333333326,0.7777777777777777,-0.9191919191919192,-0.6781609195402298,1.0,0.033333333333333215,-0.368421052631579,-0.6623376623376623,-0.9596706081081081,-0.6864406779661016,-0.994,-0.9979979979979979,-0.992,-0.9918240745620657,1.0,-0.5765538150581102,-0.3438542468565562,-0.04125177809388347,-1.0,-1.0
24063,0.33333333333333326,-0.2888888888888889,-0.5353535353535352,-0.9080459770114943,-0.33333333333333337,-0.16666666666666674,-0.368421052631579,-0.4285714285714285,-0.9045608108108109,-0.788135593220339,-0.99,-0.991991991991992,-0.96,-0.9667594599642116,-0.9999999999999999,-0.5611419909044972,-0.4996150885296382,0.7382645803698438,0.3333333333333335,-1.0
24065,0.0,1.0,-0.2525252525252525,-0.9540229885057472,0.5555555555555554,0.16666666666666652,-0.1578947368421053,-0.5844155844155844,-0.9489020270270271,-0.7966101694915254,-0.99,-0.991991991991992,-0.95,-0.9821484766127596,-0.9999999999999999,-0.3688731682668014,-0.9840903258917115,-0.8236130867709814,0.3333333333333335,-1.0
24098,-0.6666666666666666,-0.33333333333333337,-0.5151515151515151,-0.9770114942528736,-0.33333333333333337,0.09999999999999987,-0.368421052631579,-0.6883116883116883,-0.9018158783783784,-0.7627118644067796,-0.99,-0.9879879879879879,-0.94,-0.9695667829074244,-0.33333333333333326,-0.1614451743304699,-0.8981267641775725,-0.04125177809388347,0.9999999999999996,-1.0
24099,0.19999999999999993,0.5555555555555556,0.7171717171717173,-0.8620689655172413,0.4666666666666666,-0.8333333333333335,-0.4736842105263158,-0.4285714285714285,-0.9605152027027027,-0.9915254237288136,-0.8,-0.9619619619619619,-0.8,-0.8023172650550451,-0.9999999999999999,-0.8996968165740273,-0.8981267641775725,0.12944523470839275,0.9999999999999996,0.5
24106,-1.0,-1.0,-0.2727272727272727,-0.9080459770114943,-0.7777777777777778,-0.03333333333333344,-0.368421052631579,-0.7402597402597402,-0.981418918918919,-0.7627118644067796,-0.996,-0.9995995995995995,-0.992,-0.9956002545143757,0.3333333333333335,-0.4075290550783224,-0.5465742879137798,0.391180654338549,-1.0,-1.0
24107,0.9999999999999998,1.0,-0.3939393939393939,-0.9310344827586207,1.0,-0.03333333333333344,-0.26315789473684215,-0.6103896103896104,-0.950168918918919,-0.7203389830508474,-0.994,-0.995995995995996,-0.97,-0.9879088239500217,-0.33333333333333326,-0.33830217281455277,-0.882473697716192,0.3029871977240397,0.3333333333333335,-1.0
24129,0.6666666666666667,1.0,-0.3737373737373737,-0.9080459770114943,0.5555555555555554,0.09999999999999987,-0.1578947368421053,-0.19480519480519476,-0.9324324324324325,-0.7627118644067796,-0.994,-0.9939939939939939,-0.98,-0.9795796566021746,-0.9999999999999999,-0.08413340070742792,-0.7965101360020529,-0.8236130867709814,-0.3333333333333335,-1.0
24131,0.9999999999999998,1.0,-0.11111111111111105,-1.0,0.5111111111111112,-0.7333333333333334,-0.368421052631579,-0.6623376623376623,-0.9605152027027027,-0.983050847457627,-0.9,-0.9619619619619619,-0.8,-0.8690697563527126,0.3333333333333335,-0.8918645780697323,-0.9135232229920451,-0.04125177809388347,0.9999999999999996,-1.0
24151,0.33333333333333326,-1.0,-1.0,-0.9540229885057472,-1.0,-2.220446049250313e-16,-0.368421052631579,-0.6363636363636364,-0.9632601351351352,-0.771186440677966,-0.994,-0.9983983983983984,-0.988,-0.9892004005148622,1.0,-0.42294087923193535,-0.3982550680010264,0.3029871977240397,-1.0,-1.0
24158,0.06666666666666661,0.6444444444444443,0.1313131313131315,-0.9310344827586207,0.7777777777777777,0.23333333333333317,-0.052631578947368474,-0.48051948051948046,-0.9064611486486487,-0.771186440677966,-0.988,-0.991991991991992,-0.96,-0.9699613789151486,1.0,-0.7074279939363315,-0.7108031819348216,0.21763869132290203,0.9999999999999996,-1.0
24162,-0.7333333333333334,-0.37777777777777777,0.49494949494949503,-1.0,0.11111111111111116,-0.5666666666666668,-0.5789473684210527,-0.24675324675324672,-0.9805743243243243,-0.9491525423728814,-1.0,-0.9947947947947947,-0.97,-0.9725361178657994,-0.9999999999999999,-0.9843355229914099,-0.827559661277906,-1.0,0.3333333333333335,-1.0
24174,-0.5333333333333333,-0.6000000000000001,0.010101010101010166,-1.0,-0.5555555555555556,0.2666666666666666,-0.5789473684210527,-0.7662337662337662,-0.9733952702702703,-0.8305084745762712,-0.994,-0.9979979979979979,-0.98,-0.9893196013923332,-0.9999999999999999,-0.5384032339565438,-0.35103926096997684,0.9118065433854907,-0.3333333333333335,-1.0
24175,0.0,1.0,-0.8585858585858586,-0.8620689655172413,1.0,-0.10000000000000009,-0.368421052631579,-0.7142857142857143,-0.9248310810810811,-0.8898305084745762,-0.96,-0.9887887887887887,-0.938,-0.9497925904737241,-0.9999999999999999,-0.4610914603335018,-0.7572491660251476,0.826458036984353,0.9999999999999996,-1.0
24189,0.5999999999999999,0.6888888888888889,-0.31313131313131304,-0.9080459770114943,1.0,-0.06666666666666676,-0.4736842105263158,-0.5584415584415584,-0.9693834459459459,-0.8983050847457626,-0.994,-0.991991991991992,-0.96,-0.9782357536609645,-0.9999999999999999,-0.19201616978271852,-0.015396458814472602,0.9118065433854907,0.3333333333333335,-1.0
24199,-0.2666666666666666,-0.022222222222222275,-1.0,-1.0,0.11111111111111116,0.5333333333333332,0.05263157894736836,-0.24675324675324672,-0.934543918918919,-0.5847457627118644,-0.994,-0.9979979979979979,-0.986,-0.9896381061364328,0.3333333333333335,-0.4997473471450228,-0.7888119065948165,-0.9118065433854907,-1.0,-1.0
24201,0.6666666666666667,0.6444444444444444,-0.5555555555555556,-1.0,0.06666666666666665,-0.8333333333333335,-0.4736842105263158,-0.6623376623376623,-0.9816300675675675,-1.0,-0.8,-0.9619619619619619,-0.8,-0.8023172650550451,-0.9999999999999999,-0.9075290550783224,-0.9060816012317167,0.04125177809388347,0.9999999999999996,-1.0
24217,0.0,0.33333333333333326,-0.41414141414141414,-0.8620689655172413,0.11111111111111116,0.09999999999999987,-0.26315789473684215,-0.5324675324675324,-0.9427787162162162,-0.711864406779661,-0.99,-0.9971971971971971,-0.986,-0.9863252753539696,1.0,-0.6998484082870137,-0.16371567872722603,-0.6500711237553345,-0.3333333333333335,-1.0
24224,-0.2,-0.24444444444444452,-0.07070707070707061,-0.8850574712643678,-0.11111111111111116,0.1333333333333333,-0.1578947368421053,-0.48051948051948046,-0.9721283783783784,-0.711864406779661,-0.998,-0.9991991991991992,-0.99,-0.9942783578885998,0.3333333333333335,-0.4151086407276402,-0.4603541185527329,-1.0,-1.0,-1.0
24226,0.0,0.33333333333333326,-0.5555555555555556,-0.8390804597701149,0.33333333333333326,-0.13333333333333341,-0.4736842105263158,-0.7402597402597402,-0.9193412162162162,-0.9152542372881356,-0.99,-0.9691691691691691,-0.836,-0.9306641005970259,-0.9999999999999999,-0.29206670035371407,-0.827559661277906,0.9118065433854907,0.9999999999999996,-1.0
24231,-0.7333333333333332,-0.11111111111111113,-1.0,-1.0,-0.7777777777777778,0.1333333333333333,0.1578947368421053,-0.2727272727272727,-0.9263091216216216,-0.7542372881355932,-0.99,-0.9939939939939939,-0.974,-0.9784103370993853,0.3333333333333335,-0.5922182920667004,-0.8981267641775725,0.04125177809388347,0.3333333333333335,-1.0
24251,0.33333333333333326,0.5999999999999999,-0.2727272727272727,-0.9310344827586207,0.5555555555555554,-0.4666666666666668,-0.368421052631579,-0.6623376623376623,-0.9710726351351352,-0.983050847457627,-0.9,-0.9819819819819819,-0.9,-0.9024460020025477,-0.9999999999999999,-0.8377968671045983,-0.6794970490120605,0.826458036984353,0.9999999999999996,-1.0
24259,-1.0,0.7777777777777777,-0.696969696969697,-0.7241379310344828,1.0,-2.220446049250313e-16,-0.368421052631579,-0.6883116883116883,-0.9742398648648649,-0.8220338983050848,-0.994,-0.9979979979979979,-0.986,-0.9902862121427838,1.0,-0.26174835775644256,-0.32794457274826794,0.12944523470839275,-1.0,-1.0
24279,0.6666666666666667,0.5555555555555554,-0.3737373737373737,-0.9310344827586207,0.33333333333333326,0.06666666666666665,-0.4736842105263158,-0.7402597402597402,-0.9594594594594594,-0.652542372881356,-0.996,-0.9979979979979979,-0.99,-0.9928002670098414,1.0,-0.1844365841334008,-0.8124198101103413,0.12944523470839275,-1.0,-1.0
24291,-0.33333333333333326,0.33333333333333326,-0.3737373737373737,-0.9540229885057472,0.11111111111111116,0.4999999999999998,0.1578947368421053,-0.2987012987012987,-0.921875,-0.7796610169491525,-0.994,-0.985985985985986,-0.95,-0.9741678454312406,0.3333333333333335,-0.5151591712986358,-0.8981267641775725,-0.8236130867709814,0.9999999999999996,-1.0
24294,0.33333333333333326,-0.33333333333333337,0.39393939393939403,-0.9080459770114943,-0.5555555555555556,0.06666666666666665,-0.368421052631579,-0.6623376623376623,-0.9404560810810811,-0.6694915254237288,-0.99,-0.9975975975975976,-0.988,-0.9878057502502935,1.0,-0.7996462860030319,-0.7028483448806774,0.21763869132290203,-0.3333333333333335,-1.0
24303,0.6666666666666667,1.0,0.09090909090909105,-1.0,1.0,-0.13333333333333341,-0.368421052631579,-0.6883116883116883,-0.9009712837837838,-0.8389830508474576,-0.986,-0.9879879879879879,-0.9299999999999999,-0.9543126877413539,-0.9999999999999999,-0.30747852450732704,-0.5935334872979214,0.6529160739687052,0.9999999999999996,-1.0
24306,-0.13333333333333336,-0.24444444444444446,-0.050505050505050386,-0.9770114942528736,0.33333333333333326,-0.13333333333333341,-0.4736842105263158,-0.7662337662337662,-0.9700168918918919,-0.9576271186440678,-0.98,-0.9811811811811811,-0.896,-0.950841558194508,-0.9999999999999999,-0.2306720565942395,-0.827559661277906,0.9118065433854907,0.9999999999999996,-1.0
24308,0.0,0.24444444444444438,-0.6363636363636364,-0.9540229885057472,0.5555555555555554,0.033333333333333215,-0.4736842105263158,-0.7142857142857143,-0.8695101351351351,-0.4915254237288136,-0.99,-0.9819819819819819,-0.97,-0.9818595805850097,1.0,-0.8532086912582113,-0.8196048242237618,0.47652916073968665,0.3333333333333335,-1.0
24310,0.13333333333333328,0.28888888888888875,-0.6565656565656566,-0.8620689655172413,0.06666666666666657,-0.06666666666666676,-0.5789473684210527,-0.7402597402597402,-0.9776182432432433,-0.7542372881355932,-0.994,-0.9995995995995995,-0.992,-0.9946311924854815,0.3333333333333335,-0.8302172814552805,-0.04670259173723368,0.47652916073968665,-1.0,-1.0
24314,0.9999999999999998,1.0,-0.696969696969697,-1.0,1.0,-0.5000000000000001,-0.368421052631579,-0.6883116883116883,-0.9784628378378378,-0.983050847457627,-0.99,-0.9779779779779779,-0.88,-0.9258093739576324,-0.9999999999999999,-0.6998484082870137,-0.8901719271234283,0.21763869132290203,0.9999999999999996,-1.0
24323,-0.4666666666666666,0.3333333333333332,0.3535353535353536,-1.0,-0.5111111111111111,-0.5666666666666668,-0.1578947368421053,-0.5584415584415584,-0.9972550675675675,-0.8898305084745762,-0.998,-1.0,-0.996,-0.9988556715778001,1.0,-0.8996968165740273,-0.8745188606620478,-0.38833570412517826,-1.0,-1.0
24342,0.0,1.0,-0.07070707070707061,-1.0,1.0,-0.10000000000000009,-0.368421052631579,-0.6883116883116883,-0.8971706081081081,-0.8983050847457626,-0.96,-0.9775775775775776,-0.878,-0.9255526336048931,-0.9999999999999999,-0.6457806973218798,-0.882473697716192,0.3029871977240397,0.9999999999999996,-1.0
24350,-0.6666666666666666,-0.5555555555555556,-0.3939393939393939,-0.9080459770114943,0.11111111111111108,-0.2333333333333334,-0.5789473684210527,-0.8181818181818181,-0.9837415540540541,-0.7627118644067796,-0.998,-1.0,-0.99,-0.9963598518290947,1.0,-0.10737746336533593,-0.7965101360020529,0.12944523470839275,-1.0,-1.0
24360,-0.6666666666666666,-0.33333333333333337,-0.6767676767676767,-0.5402298850574713,-0.11111111111111116,-0.5333333333333334,-0.4736842105263158,-0.7662337662337662,-0.9869087837837838,-0.983050847457627,-0.98,-0.9819819819819819,-0.9,-0.9525103704762988,-0.9999999999999999,-0.6920161697827186,-0.827559661277906,0.9118065433854907,0.9999999999999996,-1.0
24362,0.33333333333333326,0.11111111111111116,-0.8383838383838383,-0.9540229885057472,0.5555555555555554,-0.5666666666666668,-0.368421052631579,-0.6883116883116883,-0.9858530405405406,-0.9915254237288136,-0.94,-0.9819819819819819,-0.9,-0.9224717493920481,-0.9999999999999999,-0.6920161697827186,-0.882473697716192,0.3029871977240397,0.9999999999999996,-1.0
24371,0.0,0.1999999999999999,-0.3737373737373737,-1.0,0.11111111111111116,-0.5000000000000001,-0.4736842105263158,-0.4545454545454545,-0.9689611486486487,-0.9745762711864406,-0.99,-0.9619619619619619,-0.8,-0.9224717493920481,-0.9999999999999999,-0.6230419403739262,-0.827559661277906,0.9118065433854907,0.9999999999999996,-1.0
24388,-0.6666666666666666,-0.7777777777777778,0.49494949494949503,-0.9540229885057472,-0.7777777777777778,0.2666666666666666,0.05263157894736836,-0.37662337662337664,-0.9565033783783784,-0.8050847457627118,-0.99,-0.995995995995996,-0.978,-0.9843012444571309,-0.9999999999999999,-0.5384032339565438,-0.827559661277906,-0.9118065433854907,0.3333333333333335,-1.0
24394,0.33333333333333326,0.5555555555555554,0.31313131313131315,-1.0,0.5555555555555554,-0.3333333333333335,-0.6842105263157895,-0.8441558441558441,-0.9805743243243243,-0.8728813559322034,-0.994,-0.9983983983983984,-0.986,-0.9894328422256904,0.3333333333333335,-0.4383527033855483,-0.827559661277906,0.3029871977240397,-1.0,-1.0
24454,-1.0,0.33333333333333326,-0.7171717171717171,-0.9770114942528736,0.33333333333333326,0.033333333333333215,-0.368421052631579,-0.5844155844155844,-0.9324324324324325,-0.7966101694915254,-0.998,-0.9939939939939939,-0.96,-0.9759004434272355,-0.9999999999999999,-0.10737746336533593,-0.14831921991275343,0.21763869132290203,0.3333333333333335,-1.0
24459,0.6666666666666666,0.8666666666666666,0.2525252525252526,-0.9770114942528736,0.7777777777777777,-0.20000000000000007,-0.368421052631579,-0.6883116883116883,-0.9290540540540541,-0.923728813559322,-0.994,-0.9779779779779779,-0.88,-0.9326848805606933,-0.33333333333333326,-0.5765538150581102,-0.9135232229920451,-0.04125177809388347,0.9999999999999996,-1.0
24470,-0.6666666666666666,-0.11111111111111113,-0.41414141414141414,-0.9770114942528736,0.11111111111111116,-0.5000000000000001,-0.6842105263157895,-0.8441558441558441,-0.9871199324324325,-0.847457627118644,-0.994,-1.0,-0.99,-0.9947752373352026,0.3333333333333335,-0.3688731682668014,-0.10905824993584812,0.04125177809388347,-1.0,-1.0
24472,-0.6666666666666666,-0.7777777777777778,-0.7171717171717171,-1.0,-0.7777777777777778,-0.20000000000000007,-0.26315789473684215,-0.5584415584415584,-0.9313766891891893,-0.6949152542372881,-0.99,-0.995995995995996,-0.978,-0.9842809480916038,1.0,-0.8842849924204144,-0.882473697716192,0.12944523470839275,0.3333333333333335,-1.0
24486,-0.2,0.06666666666666661,-0.7777777777777778,-0.9540229885057472,-0.2000000000000001,-0.26666666666666683,-0.26315789473684215,-0.24675324675324672,-0.9803631756756757,-0.8050847457627118,-0.994,-0.9979979979979979,-0.98,-0.993730033852954,1.0,-0.8074785245073269,-0.9214780600461894,-0.12944523470839275,-1.0,-1.0
24487,0.33333333333333326,1.0,-0.1717171717171716,-0.9080459770114943,1.0,-0.06666666666666676,-0.368421052631579,-0.24675324675324672,-0.9003378378378378,-0.9406779661016949,-0.98,-0.9619619619619619,-0.8,-0.8811686454012033,-0.9999999999999999,-0.2306720565942395,-0.882473697716192,-0.7382645803698438,0.9999999999999996,-0.5
24490,-0.33333333333333326,0.7777777777777777,-0.4747474747474747,-0.8390804597701149,0.7777777777777777,-0.13333333333333341,-0.1578947368421053,-0.5064935064935064,-0.9455236486486487,-0.8389830508474576,-0.994,-0.98998998998999,-0.95,-0.975439851237277,-0.33333333333333326,-0.4151086407276402,-0.8901719271234283,-0.5647226173541959,0.9999999999999996,-1.0
24529,0.9999999999999998,1.0,0.2525252525252526,-1.0,1.0,-0.16666666666666674,-0.4736842105263158,-0.7402597402597402,-0.9510135135135135,-0.923728813559322,-0.99,-0.985985985985986,-0.92,-0.9535116578457739,-0.9999999999999999,-0.2306720565942395,-0.8196048242237618,0.9118065433854907,0.9999999999999996,-1.0
24534,0.33333333333333326,1.0,0.6161616161616164,-0.9540229885057472,1.0,0.033333333333333215,-0.368421052631579,-0.6883116883116883,-0.9446790540540541,-0.9152542372881356,-0.98,-0.985985985985986,-0.92,-0.9525103704762988,-0.9999999999999999,-0.061394643759474565,-0.6171413908134462,0.12944523470839275,0.9999999999999996,-1.0
24538,0.33333333333333326,0.5555555555555554,-1.0,-1.0,0.33333333333333326,-0.10000000000000009,-0.368421052631579,-0.6623376623376623,-0.9121621621621622,-0.9067796610169492,-0.98,-0.9619619619619619,-0.95,-0.9309826920325859,1.0,-0.23850429509853455,-0.804464973056197,0.21763869132290203,0.9999999999999996,-1.0
24541,-0.33333333333333326,0.11111111111111116,-0.6161616161616161,-0.9310344827586207,0.11111111111111116,0.06666666666666665,-0.4736842105263158,-0.4545454545454545,-0.8978040540540541,-0.6016949152542372,-0.994,-0.9935935935935936,-0.98,-0.9818397463398373,-0.9999999999999999,-0.5305709954522486,-0.8981267641775725,-0.5647226173541959,-0.3333333333333335,-1.0
24542,0.33333333333333326,-0.11111111111111116,-0.050505050505050386,-0.7701149425287357,0.33333333333333326,-0.13333333333333341,-0.368421052631579,-0.7142857142857143,-0.9719172297297297,-0.9491525423728814,-0.992,-0.9819819819819819,-0.9,-0.9608067515379495,-0.9999999999999999,-0.2306720565942395,-0.8352578906851424,0.826458036984353,0.9999999999999996,-1.0
24558,0.0,0.28888888888888886,-0.7373737373737373,-1.0,1.0,-0.13333333333333341,-0.5789473684210527,-0.8441558441558441,-0.9784628378378378,-0.8135593220338982,-0.994,-0.9991991991991992,-0.99,-0.9925618652552999,0.3333333333333335,-0.17660434562910554,-0.7495509366179112,0.7382645803698438,-1.0,-1.0
24584,0.33333333333333326,0.3333333333333333,-0.2929292929292928,-0.8620689655172413,0.11111111111111116,-0.13333333333333341,-0.368421052631579,-0.6363636363636364,-0.8431165540540541,-0.6694915254237288,-0.992,-0.9619619619619619,-0.958,-0.9647260763838942,1.0,-0.7074279939363315,-0.7731588401334359,0.12944523470839275,0.9999999999999996,-1.0
24586,-1.0,-0.7777777777777778,0.27272727272727293,-0.8620689655172413,-0.5555555555555556,-0.10000000000000009,-0.5789473684210527,-0.7922077922077921,-0.9883868243243243,-0.8050847457627118,-0.996,-0.9995995995995995,-0.994,-0.9969007771897584,0.3333333333333335,-0.6457806973218798,-0.827559661277906,0.391180654338549,-1.0,-1.0
24588,-0.5333333333333334,-0.4666666666666666,-1.0,-1.0,-0.7777777777777778,-0.06666666666666676,-0.26315789473684215,-0.19480519480519476,-0.9444679054054055,-0.7796610169491525,-0.996,-0.9939939939939939,-0.97,-0.982103974952339,1.0,-0.4840828701364326,-0.7731588401334359,-0.04125177809388347,0.3333333333333335,-1.0
24592,0.9999999999999998,0.5999999999999999,-0.8585858585858586,-1.0,0.7777777777777777,-2.220446049250313e-16,-0.368421052631579,-0.6883116883116883,-0.981418918918919,-0.771186440677966,-0.994,-1.0,-0.99,-0.9953511657846376,0.3333333333333335,-0.8532086912582113,-0.25737746984860155,0.21763869132290203,-1.0,-1.0
24632,-1.0,-0.4222222222222222,-0.4949494949494949,-0.8850574712643678,-0.5555555555555556,-0.13333333333333341,-0.6842105263157895,-0.8181818181818181,-0.9679054054054055,-0.7627118644067796,-0.994,-0.9979979979979979,-0.99,-0.9911807792284654,-0.33333333333333326,-0.5073269327943406,-0.17167051578137027,0.21763869132290203,-0.3333333333333335,-1.0
24641,-4.4408920985006264e-17,0.6444444444444444,-0.43434343434343425,-0.7931034482758621,1.0,0.06666666666666665,-0.26315789473684215,-0.6623376623376623,-0.9351773648648649,-0.7203389830508474,-0.99,-0.9979979979979979,-0.98,-0.9837269767010731,-0.9999999999999999,-0.2539161192521475,-0.15627405696689767,0.7382645803698438,-0.3333333333333335,-1.0
24643,0.6666666666666667,0.5555555555555554,-0.5353535353535352,-0.9770114942528736,0.5555555555555554,0.19999999999999996,-0.26315789473684215,-0.06493506493506485,-0.8312922297297297,-0.847457627118644,-0.98,-0.9619619619619619,-0.8160000000000001,-0.9169910185280803,1.0,-0.061394643759474565,-0.850910957146523,-0.6500711237553345,0.9999999999999996,0.0
24645,0.33333333333333326,0.11111111111111116,0.09090909090909105,-0.9770114942528736,0.1555555555555555,-0.5333333333333334,-0.5789473684210527,-0.37662337662337664,-0.9799408783783784,-0.8644067796610169,-0.99,-0.9971971971971971,-0.99,-0.9898524994319556,1.0,-0.9689236988377969,-0.8196048242237618,-0.6500711237553345,-0.3333333333333335,-1.0
24662,-1.0,-0.5555555555555556,-0.4545454545454545,-0.9770114942528736,-0.5555555555555556,0.06666666666666665,-0.4736842105263158,-0.7402597402597402,-0.9733952702702703,-0.6271186440677966,-0.996,-1.0,-0.996,-0.9963890080897155,1.0,-0.8996968165740273,-0.5311778290993071,0.12944523470839275,-1.0,-1.0
24673,-1.0,-0.7777777777777778,-0.09090909090909083,-1.0,-0.5555555555555556,-0.26666666666666683,-0.26315789473684215,-0.4285714285714285,-0.9812077702702703,-0.8389830508474576,-0.998,-0.9979979979979979,-0.98,-0.9923616077814048,1.0,-0.7074279939363315,-0.827559661277906,-0.47652916073968754,-0.3333333333333335,-1.0
24679,0.33333333333333326,1.0,-0.4545454545454545,-0.8620689655172413,1.0,-0.06666666666666676,-0.4736842105263158,-0.6623376623376623,-0.9609375,-0.6610169491525424,-0.998,-0.9979979979979979,-0.99,-0.9929037682594767,1.0,-0.8456291056088935,-0.16371567872722603,0.04125177809388347,-1.0,-1.0
24718,0.33333333333333337,-0.42222222222222233,-0.11111111111111105,-0.9540229885057472,-0.33333333333333337,-2.220446049250313e-16,-0.368421052631579,-0.7142857142857143,-0.8950591216216216,-0.9067796610169492,-0.99,-0.9719719719719719,-0.9,-0.917465312544673,-0.9999999999999999,-0.16927741283476494,-0.4059532974082627,0.826458036984353,0.9999999999999996,-1.0
24742,-1.0,0.33333333333333326,0.41414141414141437,-0.9540229885057472,-0.33333333333333337,-0.06666666666666676,-0.5789473684210527,-0.7662337662337662,-0.9636824324324325,-0.8728813559322034,-0.99,-0.9939939939939939,-0.98,-0.9794199685309402,-0.9999999999999999,-0.7534108135421931,-0.17167051578137027,0.47652916073968665,-0.3333333333333335,-1.0
24754,0.6666666666666667,0.11111111111111116,-0.6363636363636364,-0.8390804597701149,0.33333333333333326,0.1333333333333333,-0.26315789473684215,-0.5584415584415584,-0.8513513513513513,-0.8135593220338982,-0.996,-0.9767767767767768,-0.994,-0.9401466481759129,1.0,-0.30747852450732704,-0.8124198101103413,-0.21479374110953042,0.9999999999999996,-1.0
24762,-0.6666666666666666,-0.7777777777777778,-0.21212121212121204,-0.6781609195402298,-0.7777777777777778,-0.30000000000000016,-0.4736842105263158,-0.7662337662337662,-0.9854307432432433,-0.8728813559322034,-0.998,-0.9987987987987987,-0.996,-0.9923115434129312,1.0,-0.8532086912582113,-0.6871952784192968,0.6529160739687052,-1.0,-1.0
24764,-0.33333333333333326,0.511111111111111,-0.7777777777777778,-0.9080459770114943,0.5555555555555554,0.16666666666666652,-0.4736842105263158,-0.7142857142857143,-0.8921030405405406,-0.6440677966101696,-0.992,-0.97997997997998,-0.97,-0.9781712700374485,0.3333333333333335,-0.6457806973218798,-0.7965101360020529,0.12944523470839275,0.3333333333333335,-1.0
24769,-0.5333333333333332,-0.24444444444444446,-0.21212121212121204,-0.9770114942528736,-0.7777777777777778,0.033333333333333215,-0.5789473684210527,-0.7922077922077921,-0.9649493243243243,-0.7372881355932204,-0.994,-0.9979979979979979,-0.98,-0.9913728365040483,-0.9999999999999999,-0.6230419403739262,-0.5075699255837823,0.9118065433854907,-0.3333333333333335,-1.0
24774,0.0,0.7777777777777777,-0.09090909090909083,-0.9770114942528736,-0.5555555555555556,-2.220446049250313e-16,-0.368421052631579,-0.6363636363636364,-0.9771959459459459,-0.6864406779661016,-0.996,-0.9995995995995995,-0.992,-0.9961981193865829,1.0,-0.5384032339565438,-0.882473697716192,0.04125177809388347,-1.0,-1.0
24780,0.9999999999999998,1.0,-0.6565656565656566,-0.9080459770114943,1.0,-0.10000000000000009,-0.368421052631579,-0.6883116883116883,-0.9638935810810811,-0.8813559322033898,-0.98,-0.995995995995996,-0.98,-0.9780098221515953,-0.33333333333333326,-0.8996968165740273,-0.32024634334103164,0.12944523470839275,-0.3333333333333335,-1.0
24782,-0.33333333333333326,0.11111111111111116,0.07070707070707072,-1.0,0.06666666666666662,0.2999999999999998,-0.26315789473684215,-0.5844155844155844,-0.98828125,-0.7796610169491525,-0.998,-1.0,-0.99,-0.9974941326679733,1.0,-0.5384032339565438,-0.6250962278675904,0.12944523470839275,-1.0,-1.0
24786,-1.0,-0.6000000000000001,0.010101010101010166,-1.0,0.5999999999999999,-0.6333333333333334,-0.368421052631579,-0.6883116883116883,-0.9784628378378378,-0.9745762711864406,-0.97,-0.985985985985986,-0.92,-0.9450007152052362,-0.33333333333333326,-0.7996462860030319,-0.8352578906851424,0.12944523470839275,0.9999999999999996,-1.0
24789,-0.6666666666666666,0.5555555555555554,-0.7777777777777778,-0.4482758620689655,0.5555555555555554,-0.5333333333333334,-0.7894736842105263,-0.8701298701298701,-0.9847972972972974,-0.8983050847457626,-0.994,-0.995995995995996,-0.98,-0.9894809810414535,-0.9999999999999999,-0.3688731682668014,-0.5699255837823967,0.3029871977240397,-0.3333333333333335,-1.0
